0.02373145	-3.837061E-4	2.863158	42
-0.02335879	-0.006087436	9.26316	255
1.106691E-4	-0.00236459	19.2	255
1.106691E-4	-0.00236459	24.25263	255
1.106691E-4	-0.00236459	35.03158	208
7.127226E-5	-0.002306963	41.09474	207
-1.275521E-4	-0.002111111	50.86317	255
0.01337593	0.01740956	57.09475	255
0.01151337	0.01850703	66.52634	255
0.001898818	-0.003194831	72.75791	34
0.001898818	-0.003194831	82.1895	29
0.003289202	-0.003310725	88.25266	31
0.003637902	-0.003321363	98.02108	27
0.00903287	-0.02639361	108.6316	25
0.00161505	-0.003846185	114.8632	24
0.001614175	-0.003844718	124.6316	24
0.001897684	-0.003641429	130.0211	24
-0.0150783	0.01294607	140.2948	25
0.003071063	-0.00235134	150.5685	26
0.002905024	-0.002658155	156.9685	27
0.002903393	-0.002657644	166.4001	29
0.002985424	-0.002318563	171.7896	28
0.002985424	-0.002318563	-177.7684	27
0.002827514	-3.718943E-4	-167.3262	25
0.002744984	-3.293576E-5	-161.2631	25
0.002744984	-3.293576E-5	-151.4946	25
0.02265882	0.01288371	-145.2631	25
0.00305404	-4.977296E-4	-135.9999	25
0.00305404	-4.977296E-4	-125.5578	26
0.00305404	-4.977296E-4	-119.4946	27
0.002749697	-3.275313E-4	-110.063	30
0.002749697	-3.275313E-4	-103.9999	29
-6.31175E-4	-0.02382006	-94.3999	255
0.001363669	-1.677685E-4	-88.16832	255
0.002755699	-7.368066E-5	-78.73673	255
0.002755699	-7.368066E-5	-72.67357	109
0.002755699	-7.368066E-5	-63.242	255
0.003064384	8.885376E-5	-57.85252	255
0.002790271	-1.269337E-4	-47.41041	255
0.001814708	-0.001124369	-41.34725	255
0.002045173	-8.624728E-4	-31.91567	255
0.001904478	-0.001103497	-21.47357	255
0.002473228	5.448116E-4	-15.4104	255
0.02590178	-0.003276264	-5.810402	255
0.002305763	-6.998079E-4	0.4211774	255
