0.0	0.0	0.0	28
0.02365528	0.002265116	8.589476	24
1.59828E-4	-0.001107414	14.82105	28
0.02234795	0.007321063	24.08421	22
2.301205E-4	-0.001380904	30.3158	20
5.402602E-5	-0.001079748	39.74738	19
0.001224922	-0.002371796	45.81053	18
0.001491839	-0.002596488	55.24211	18
0.0033131	-0.003761851	61.30526	18
0.002995186	-0.003618201	71.07369	20
0.002994666	-0.003619829	76.12632	21
2.807728E-4	-0.02724092	86.40002	24
0.001945228	-0.00356308	92.63158	25
0.001596734	-0.003579097	102.0632	255
0.001255576	-0.003652005	108.1263	255
0.00254871	-0.003127558	117.5579	255
0.002428306	-0.003198337	123.6211	255
0.001683529	-0.003716568	133.7263	255
0.001683529	-0.003716568	139.7895	255
0.001239756	-0.004342724	149.5579	255
0.001068331	-0.004646563	155.6211	255
0.001187649	-0.004318741	165.0527	255
-0.02218953	-2.055894E-4	171.2842	255
0.001243869	-0.003974634	-179.1157	255
0.001243869	-0.003974634	-172.7157	255
0.02435668	0.001401846	-163.4526	255
0.001552783	-0.005191592	-157.221	255
0.002327346	-0.006831553	-147.7894	255
-0.017432	-0.0199806	-142.5684	255
0.01909712	0.01026158	-136.5052	255
0.001758358	-0.00594884	-127.2421	255
-0.01091693	-0.02601942	-121.0105	255
0.001461906	-0.005764648	-111.4105	255
0.001461317	-0.005766252	-105.3473	28
0.001461317	-0.005766252	-95.91574	25
0.001461317	-0.005766252	-89.51574	255
0.004204324	-0.02937625	-79.91573	255
2.200352E-4	-0.00597677	-74.69468	23
5.471064E-4	-0.005855408	-64.58941	20
5.478822E-4	-0.005856931	-58.52625	19
8.306429E-4	-0.005652603	-48.75783	19
-1.681037E-4	-0.006626824	-42.69467	19
6.845593E-5	-0.00637042	-33.26309	20
-6.337278E-4	-0.007576048	-27.19993	21
-1.58757E-4	-0.006565698	-18.10519	27
-3.31631E-4	-0.007096421	-11.70519	26
-3.316533E-4	-0.00709658	-1.936768	24
-3.198646E-4	-0.006747918	4.126391	24
