0.02373591	-1.429984E-4	0.6903555	26
0.02372222	4.286586E-4	7.870052	25
5.407073E-5	-0.001832815	14.91168	25
0.02279655	0.004963252	21.40102	24
3.590081E-4	-0.002878447	27.89036	24
4.457832E-4	-0.003026494	34.24163	24
0.01958926	0.01100683	40.73097	24
-0.01595826	-0.02043222	47.63452	24
-0.01595826	-0.02043222	53.98579	25
-0.0158623	-0.02049454	60.6132	26
-0.004040854	8.847752E-5	67.10255	27
-0.003508577	-1.208261E-4	73.72996	28
-0.003508577	-1.208261E-4	80.08124	44
-3.511778E-4	0.02341375	86.5706	36
-0.001342465	-2.971906E-4	92.78378	36
1.240473E-4	-0.02398279	99.54926	35
-0.004067277	-6.195773E-4	105.7625	34
-0.01114473	0.02203345	112.528	33
-0.00181336	2.08402E-4	119.0173	33
-0.002355739	-1.104232E-4	125.3686	33
-0.0166701	0.01882037	131.8579	33
-0.01704353	0.01846608	138.2092	34
-0.01737912	0.01807572	144.8366	35
0.001909541	0.004242624	151.3259	36
0.001647728	0.003734117	157.9533	37
-0.02071174	0.0117094	164.1665	49
-0.02071174	0.0117094	170.7939	47
0.02621482	0.004625122	177.4213	49
0.00248125	0.004978406	-176.3655	49
0.00248125	0.004978406	-170.0142	52
-0.0207608	1.602918E-4	-163.2488	53
0.002025047	0.006809517	-157.0356	55
0.02375066	0.01635708	-150.2701	255
0.00283343	0.005103061	-143.5046	255
0.00283343	0.005103061	-137.1534	255
0.00283343	0.005103061	-130.8021	255
0.002525358	0.005358806	-124.4509	255
-0.01078328	-0.01429372	-117.9615	255
-4.904587E-4	0.007108428	-111.7483	255
0.007635575	0.02940739	-105.259	255
0.0020818	0.006332908	-98.7696	255
0.001232317	0.006452795	-92.41832	255
3.747853E-4	0.006477975	-86.06706	255
9.445074E-4	0.006528704	-79.43964	255
0.005883065	-0.01668523	-73.22643	255
-7.20073E-4	0.006113824	-66.7371	255
-0.001188994	0.005901432	-60.10968	255
-8.457742E-4	0.006107617	-54.03455	255
-8.457742E-4	0.006107617	-47.40714	255
-0.01750878	0.02300793	-40.64166	255
-0.01776366	0.02269914	-34.29038	255
0.002016341	0.009591682	-27.80105	33
0.02359066	-3.291145E-4	-21.3117	32
0.02393794	5.791392E-4	-14.68429	30
0.001043804	0.006844675	-8.471092	28
0.001043804	0.006844675	-1.84368	27
0.02477719	0.006795883	4.645661	25
