0.02373145	-3.837061E-4	2.863158	255
1.674518E-5	-0.001395105	9.43158	255
4.881807E-5	-0.001388215	19.2	255
4.881807E-5	-0.001388215	24.25264	255
-0.02027993	-0.01363857	34.86316	255
-9.444804E-4	1.291689E-4	40.7579	255
-6.929078E-4	-1.125261E-4	50.18948	255
0.01286802	0.01936853	56.42106	255
-9.9306E-5	-4.775133E-4	66.02106	255
-4.205108E-4	-3.4138E-4	72.42107	255
-7.530819E-4	-2.360176E-4	81.85266	211
-4.077412E-4	-2.854578E-4	87.91582	255
-4.077412E-4	-2.854578E-4	98.02108	255
-6.229221E-5	-2.367795E-4	104.0842	255
-7.880861E-4	-4.862417E-4	113.8527	255
-0.001093486	-6.548688E-4	123.9579	33
-0.001093486	-6.548688E-4	130.3579	255
-0.01811817	0.01588264	139.6211	30
1.208112E-4	6.921897E-4	145.8527	26
4.913435E-4	0.001282916	155.2843	25
-0.02184904	0.00930275	161.5159	24
6.067976E-4	0.00161212	171.1158	24
-0.02302627	0.003578623	177.3474	24
6.602202E-4	0.002654418	-173.3894	24
6.619114E-4	0.002654661	-167.3263	25
6.602928E-4	0.002654116	-157.5578	28
6.602928E-4	0.002654116	-151.8315	29
0.02030433	0.01597786	-142.2315	27
0.001691559	0.001247784	-135.9999	26
0.002695779	2.792105E-4	-126.2315	24
0.002695779	2.792105E-4	-120.1683	24
0.002393458	4.52973E-4	-110.7367	23
0.002328471	4.78454E-4	-104.3367	23
0.002666468	3.920701E-4	-94.5683	23
0.002666468	3.920701E-4	-89.51568	23
0.003015317	3.950205E-4	-79.07356	23
0.003023416	3.632345E-4	-68.63146	24
0.003023416	3.632345E-4	-63.24199	25
0.004046785	9.632466E-4	-57.17882	26
0.01886455	-0.0175776	-47.57882	255
0.001854766	-0.001079973	-41.34725	255
0.001649918	-0.001362359	-31.91567	255
0.001465488	-0.001658483	-26.52619	255
0.001465488	-0.001658483	-16.42093	255
0.001465488	-0.001658483	-5.978821	255
0.001435276	-0.002006032	-0.5893468	255
0.001491446	-0.003260463	9.85276	255
