270.02258	0.7934902	0
268.06525	32.461395	0
261.46533	67.53582	0
246.82024	109.44694	0
225.13182	149.0849	0
197.65749	183.9591	0
164.83948	213.85991	0
126.16512	238.72351	0
83.83217	256.6654	0
40.64098	266.92978	0
-0.50885636	38.99926	1
-5.4725165	30.511938	1
-9.3896055	26.373514	1
-13.094842	23.601898	1
-16.784464	21.13289	1
-20.761248	18.76329	1
-24.395521	15.643618	1
-27.547073	11.82405	1
-35.960995	8.600233	1
-37.84889	2.7653332	2
-37.802418	-3.5912094	2
-29.93596	-7.852475	2
-27.31664	-12.33568	2
-24.119825	-16.010687	2
-21.12808	-19.829044	2
-18.28389	-23.786627	2
-15.454667	-29.136225	2
-10.7287	-37.456055	2
-5.990758	-37.513958	2
2.077504	-38.94003	2
48.8678	-265.54007	0
103.559364	-249.35573	0
132.09694	-235.4888	0
169.50581	-210.14735	0
201.14145	-180.14201	0
227.94379	-144.75005	0
248.584	-105.444725	0
262.87183	-61.744263	0
269.43765	-17.837706	0
